index,C,solver,cv_f1_up_mean,cv_f1_up_std,cv_precision_up_mean,cv_recall_up_mean,cv_f1_up_folds_json,seconds,dataset_fingerprint,status,error
36,1.67880401812,liblinear,0.41694739246458534,0.05981560698554311,0.4186165314279928,0.42689513192221484,"[0.49142401276426007, 0.4702738017461543, 0.3682871053408085, 0.3326577312847336, 0.42209431118697]",6.881,4c2259e97b3f,ok,
37,0.595662143529,lbfgs,0.41689213145529935,0.059667170679531374,0.4186635109217054,0.42679726342026125,"[0.4913425774180217, 0.4700469037582378, 0.36874538745387453, 0.3326790543487743, 0.42164673429758814]",2.523,4c2259e97b3f,ok,
38,0.595662143529,liblinear,0.41693774507710374,0.05981423077230798,0.4186054222963457,0.4268941198519219,"[0.4914884827419194, 0.47020221516168303, 0.3682608775845215, 0.33268681761719004, 0.42205033228020483]",8.963,4c2259e97b3f,ok,
39,1.77827941004,lbfgs,0.4169082900578493,0.05968473121720603,0.4186670543540144,0.42683471960836944,"[0.4914295484661528, 0.47006961245602835, 0.3687890920496688, 0.3326790543487743, 0.4215741429686224]",3.162,4c2259e97b3f,ok,
40,1.77827941004,liblinear,0.4169459923363384,0.059813863721137,0.4186142555752671,0.42689513192221484,"[0.4914170121230252, 0.4702738017461543, 0.3682871053408085, 0.3326577312847336, 0.42209431118697]",9.94,4c2259e97b3f,ok,
41,0.56234132519,lbfgs,0.416883495538461,0.05965768649494421,0.41865292566225776,0.4267908662861773,"[0.49130007267752557, 0.47005388074987753, 0.36874538745387453, 0.3326790543487743, 0.4216390824622532]",2.915,4c2259e97b3f,ok,
42,0.56234132519,liblinear,0.41694628452489335,0.059816503619984494,0.4186177828889467,0.42690051698600573,"[0.49149596877581836, 0.47021617769331275, 0.36827446278705156, 0.33268681761719004, 0.422057995751094]",7.702,4c2259e97b3f,ok,
43,0.530884444231,lbfgs,0.41688960008374,0.05967261734309577,0.4186573599631457,0.4267973173900069,"[0.49132107738349723, 0.47009929793834326, 0.36874538745387453, 0.3326717990098794, 0.42161043863310527]",3.487,4c2259e97b3f,ok,
44,0.530884444231,liblinear,0.4169324255583272,0.05978882145178775,0.4186030690306472,0.42688806231239856,"[0.49142450142450145, 0.47018825345923154, 0.3683045595396193, 0.33268681761719004, 0.422057995751094]",6.641,4c2259e97b3f,ok,
45,1.88364908949,lbfgs,0.41691276175278863,0.059670971862465894,0.41866882601916766,0.42684210404198336,"[0.4914155446320439, 0.47006961245602835, 0.3687890920496688, 0.33271541665757964, 0.4215741429686224]",2.199,4c2259e97b3f,ok,
46,1.88364908949,liblinear,0.4169473427014547,0.059819393572428256,0.4186144893904613,0.42689513192221484,"[0.4914310136049576, 0.4702738017461543, 0.3682871053408085, 0.3326504816283834, 0.42209431118697]",6.462,4c2259e97b3f,ok,
47,0.501187233627,lbfgs,0.41687940037078386,0.05965989706080128,0.4186572962624252,0.4267717288536712,"[0.4912700788187169, 0.47009929793834326, 0.36874538745387453, 0.3326717990098794, 0.42161043863310527]",2.046,4c2259e97b3f,ok,
48,0.501187233627,liblinear,0.4169310771876977,0.059791487255596375,0.4185948890029859,0.4268944594464825,"[0.4914319900858938, 0.47018127291892453, 0.3683045595396193, 0.33267956764295675, 0.422057995751094]",6.065,4c2259e97b3f,ok,
49,1.99526231497,lbfgs,0.41690576053403045,0.059662231424221814,0.41865744347274275,0.42684210404198336,"[0.4913805385382533, 0.47006961245602835, 0.3687890920496688, 0.33271541665757964, 0.4215741429686224]",2.056,4c2259e97b3f,ok,
